component_id,strategy_name,template,analysis_mode,decision,trade_count,net_return_sum,bias_warnings,weight,sleeve
e0008aaebb2fda63,My falsifiable strategy,Mean Reversion,Trading,REJECTED_OUTLIER_DEPENDENCY,700,-7.187305,,0.06,core
680166d42265ad55,My falsifiable strategy,13D Activist Follow-On,Trading,REJECTED_OUTLIER_DEPENDENCY,150,-1.147374,PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01538462,convex
816022f1cffa8310,My falsifiable strategy,Custom Rule Builder,Trading,REJECTED_OUTLIER_DEPENDENCY,600,-1.362515,PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01176471,tactical
f8e4773a916f0f75,My falsifiable strategy,PDUFA Run-Up,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,120,129.015692,SURVIVORSHIP_BIAS_SUSPECTED_HIGH;DRAWNDOWN_TOO_SMOOTH_FOR_EVENT_BASKET;PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01538462,convex
fda6a92d0fdc1a1d,My falsifiable strategy,PDUFA Run-Up,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,120,56.954361,SURVIVORSHIP_BIAS_SUSPECTED_HIGH;PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01538462,convex
fad9ff0f91ecab15,My falsifiable strategy,LowVol Tradability,Investment,REJECTED_OUTLIER_DEPENDENCY,300,-12.534018,PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.06,core
2902e60324bd4c13,My falsifiable strategy,Form 4 Cluster Buying,Investment,REJECTED_OUTLIER_DEPENDENCY,175,28.482324,SURVIVORSHIP_BIAS_SUSPECTED_HIGH;PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01538462,convex
23ff266a203fea0d,My falsifiable strategy,Form 4 Cluster Buying,Investment,REJECTED_OUTLIER_DEPENDENCY,350,19.067166,,0.01538462,convex
bec60afef14416c2,My falsifiable strategy,PEAD,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,450,56.339171,,0.06,core
a0cc249592a067f4,My falsifiable strategy,Mean Reversion,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,700,89.906407,,0.06,core
acc065823d9dcfb7,My falsifiable strategy,Momentum,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,900,114.642071,,0.01176471,tactical
4087717bb62f6610,My falsifiable strategy,Catalyst,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,550,72.463406,,0.01538462,convex
0b596d1ce6d258c0,My falsifiable strategy,Catalyst,Investment,REJECTED_OUTLIER_DEPENDENCY,275,70.906519,SURVIVORSHIP_BIAS_SUSPECTED_HIGH;PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01538462,convex
bc79985845236f4a,My falsifiable strategy,Catalyst,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,275,175.526548,SURVIVORSHIP_BIAS_SUSPECTED_HIGH;DRAWNDOWN_TOO_SMOOTH_FOR_EVENT_BASKET;PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01538462,convex
6b50c641a4eaf53e,My falsifiable strategy,13D Activist Follow-On,Investment,INVESTMENT_RESEARCH_CANDIDATE_ONLY,150,74.513888,SURVIVORSHIP_BIAS_SUSPECTED_HIGH;DRAWNDOWN_TOO_SMOOTH_FOR_EVENT_BASKET;PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01538462,convex
bfe638853ce4a153,My falsifiable strategy,Custom Rule Builder,Trading,REJECTED_OUTLIER_DEPENDENCY,50,1.719587,PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01176471,tactical
409ca5c54a3efce7,My falsifiable strategy,Custom Rule Builder,Trading,REJECTED_OUTLIER_DEPENDENCY,50,1.055024,PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01176471,tactical
eeb44b96bbac9604,My falsifiable strategy,Custom Rule Builder,Investment,REJECTED_OUTLIER_DEPENDENCY,40,-0.801885,PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.01176471,tactical
dd95aab5d08306e1,My falsifiable strategy,Regime Filter,Investment,REJECTED_OUTLIER_DEPENDENCY,800,53.050556,PROXY_DATA_SCOPE_NOT_PROMOTABLE,0.06,core
6a116a4eef3afb73,My falsifiable strategy,Regime Filter,Investment,REJECTED_OUTLIER_DEPENDENCY,500,28.563888,,0.06,core
